year,county,race,mean_age,per_cite
2007,Worcester,white,30.2,0.6
2008,Hampden,white,38.63636363636363,0.6470588235294118
2008,Norfolk,white,28.434782608695652,0.6052631578947368
2008,Plymouth,white,35,0.5
2008,Suffolk,black,37.333333333333336,0.5714285714285714
2008,Suffolk,white,38.04081632653062,0.6712328767123288
2008,Worcester,white,35.15151515151515,0.4794520547945205
2009,Barnstable,white,36.592592592592595,0.44
2009,Berkshire,white,34.75609756097561,0.5125
2009,Bristol,black,31.183673469387756,0.6447368421052632
2009,Bristol,hispanic,28.369565217391305,0.6865671641791045
2009,Bristol,white,31.52380952380953,0.6548856548856549
2009,Essex,asian/pacific islander,33.76190476190476,0.875
2009,Essex,black,32.6875,0.64
2009,Essex,hispanic,28.575757575757574,0.7333333333333333
2009,Essex,white,36.409375,0.7174887892376681
2009,Franklin,white,35.40909090909091,0.4888888888888889
2009,Hampden,asian/pacific islander,30.0625,0.7272727272727273
2009,Hampden,black,33.095238095238095,0.6774193548387096
2009,Hampden,hispanic,31.38095238095238,0.6
2009,Hampden,white,34.22222222222222,0.5716612377850163
2009,Hampshire,white,35.89473684210526,0.4148936170212766
2009,Middlesex,asian/pacific islander,39.833333333333336,0.7551020408163265
2009,Middlesex,black,32.986842105263165,0.7037037037037037
2009,Middlesex,hispanic,32.42424242424242,0.7040816326530612
2009,Middlesex,white,37.10070671378092,0.7629139072847683
2009,Norfolk,asian/pacific islander,35.733333333333334,0.7894736842105263
2009,Norfolk,black,34.294117647058826,0.918918918918919
2009,Norfolk,white,36.4037558685446,0.6136363636363636
2009,Plymouth,black,28.633333333333333,0.4225352112676056
2009,Plymouth,hispanic,29,0.7142857142857143
2009,Plymouth,white,34.04117647058823,0.580327868852459
2009,Suffolk,asian/pacific islander,36.25,0.625
2009,Suffolk,black,37.189655172413794,0.6382978723404256
2009,Suffolk,hispanic,30.56756756756757,0.59375
2009,Suffolk,white,39.16487455197133,0.7136038186157518
2009,Worcester,asian/pacific islander,32.63461538461539,0.6235294117647059
2009,Worcester,black,33.41304347826087,0.5849056603773585
2009,Worcester,hispanic,32.36184210526316,0.7264150943396226
2009,Worcester,white,35.03205791106514,0.632495164410058
2010,Barnstable,asian/pacific islander,36.44444444444444,0.4967741935483871
2010,Barnstable,black,34.904153354632584,0.4962292609351433
2010,Barnstable,hispanic,33.07272727272728,0.536697247706422
2010,Barnstable,white,36.82067887449755,0.4228301550525753
2010,Berkshire,asian/pacific islander,36.940740740740736,0.7311827956989247
2010,Berkshire,black,36.30833333333333,0.6602739726027397
2010,Berkshire,hispanic,34.767634854771785,0.5916870415647921
2010,Berkshire,white,37.77332931968691,0.5108479755538579
2010,Bristol,asian/pacific islander,32.69186046511627,0.725
2010,Bristol,black,31.750814332247558,0.6756265891754449
2010,Bristol,hispanic,31.272932330827064,0.6726817042606517
2010,Bristol,white,33.63606817281014,0.6674173780966847
2010,Dukes,white,34.730496453900706,0.33569739952718675
2010,Essex,asian/pacific islander,33.42540620384047,0.7804597701149425
2010,Essex,black,32.52469711090401,0.7283783783783784
2010,Essex,hispanic,30.660525284202265,0.7281774239408587
2010,Essex,white,35.42641157924908,0.7193953369203177
2010,Franklin,asian/pacific islander,35.385474860335194,0.6026936026936027
2010,Franklin,black,34.4331983805668,0.5585585585585585
2010,Franklin,hispanic,31.35271317829457,0.5863636363636363
2010,Franklin,white,36.39824682021312,0.5425055928411633
2010,Hampden,asian/pacific islander,34.54579673776662,0.7707930367504836
2010,Hampden,black,33.36475735879077,0.6774798927613941
2010,Hampden,hispanic,31.121531758770914,0.674325366229761
2010,Hampden,white,36.4659761037896,0.7095300261096605
2010,Hampshire,asian/pacific islander,33.50526315789473,0.4260089686098655
2010,Hampshire,black,31.205000000000002,0.4291845493562232
2010,Hampshire,hispanic,30.453488372093027,0.4649910233393178
2010,Hampshire,white,33.93128999663186,0.34593023255813954
2010,Middlesex,asian/pacific islander,35.159295093296485,0.8119679519278918
2010,Middlesex,black,34.37416870843542,0.76110331930808794
2010,Middlesex,hispanic,32.5025579295817,0.7796463993100474
2010,Middlesex,white,36.65250465938913,0.7653198406296595
2010,Nantucket,black,36.458333333333336,0.39344262295081966
2010,Nantucket,hispanic,34.58,0.43103448275862066
2010,Nantucket,white,37.312775330396484,0.3924268502581756
2010,Norfolk,asian/pacific islander,35.82994304312449,0.6777717094483888
2010,Norfolk,black,34.229197439684896,0.719152691968226
2010,Norfolk,hispanic,32.64937871420854,0.7030896759608138
2010,Norfolk,white,36.72267749655524,0.6571897724607084
2010,Plymouth,asian/pacific islander,34.17647058823529,0.587467362924282
2010,Plymouth,black,31.94706308919507,0.49859451862262827
2010,Plymouth,hispanic,32.29505813953488,0.5443234836702955
2010,Plymouth,white,34.94459365363574,0.5409912961901288
2010,Suffolk,asian/pacific islander,35.21952010376134,0.6994535519125683
2010,Suffolk,black,35.30316455696203,0.6759146341463415
2010,Suffolk,hispanic,33.47599637681159,0.705409029950827
2010,Suffolk,white,38.131286235774134,0.6681914232442511
2010,Worcester,asian/pacific islander,34.39781787662609,0.7509398496240601
2010,Worcester,black,33.711326338444984,0.6774602026049205
2010,Worcester,hispanic,32.40488097619524,0.7058492688413949
2010,Worcester,white,35.35930394553525,0.6706027402017817
2011,Barnstable,asian/pacific islander,35.9811320754717,0.49572649572649574
2011,Barnstable,black,34.263999999999996,0.5009487666034156
2011,Barnstable,hispanic,35.33333333333333,0.4627659574468085
2011,Barnstable,white,37.39377334993772,0.44316154088380394
2011,Berkshire,asian/pacific islander,36.824884792626726,0.7586206896551724
2011,Berkshire,black,36.571856287425156,0.6575342465753424
2011,Berkshire,hispanic,33.360975609756096,0.6879194630872483
2011,Berkshire,white,38.06036131774708,0.510475161987041
2011,Bristol,asian/pacific islander,33.249146757679185,0.7160194174757282
2011,Bristol,black,32.092760180995484,0.6560196560196561
2011,Bristol,hispanic,31.76899383983573,0.626269035532995
2011,Bristol,white,34.61351242173298,0.6444014198128428
2011,Dukes,black,43.53846153846154,0.5909090909090909
2011,Dukes,white,38.32484076433121,0.4
2011,Essex,asian/pacific islander,35.3610108303249,0.6976160602258469
2011,Essex,black,33.66594594594595,0.6828550404709345
2011,Essex,hispanic,30.45967342899555,0.6352279825109307
2011,Essex,white,36.12508445945946,0.6725024001807195
2011,Franklin,asian/pacific islander,34.36571428571428,0.6984126984126984
2011,Franklin,black,35.268867924528294,0.5808219178082191
2011,Franklin,hispanic,32.79120879120879,0.65625
2011,Franklin,white,36.87992424242423,0.6055224564619615
2011,Hampden,asian/pacific islander,34.81012658227848,0.8239583333333333
2011,Hampden,black,34.097451944568625,0.6761962082455613
2011,Hampden,hispanic,31.850689748444694,0.6614369762881084
2011,Hampden,white,37.12453583107019,0.7153757956746926
2011,Hampshire,asian/pacific islander,35.64705882352941,0.43037974683544306
2011,Hampshire,black,32.55555555555556,0.4161849710982659
2011,Hampshire,hispanic,30.846534653465348,0.507537688442211
2011,Hampshire,white,35.99286613512379,0.37215820616630335
2011,Middlesex,asian/pacific islander,35.26537997587454,0.7725381414701803
2011,Middlesex,black,35.086494151010285,0.7517524776408026
2011,Middlesex,hispanic,33.17019167217448,0.7774600905408625
2011,Middlesex,white,37.03977082636335,0.7337808197457784
2011,Nantucket,black,35.47222222222222,0.46153846153846156
2011,Nantucket,hispanic,35.319148936170215,0.5
2011,Nantucket,white,38.68181818181818,0.41198501872659177
2011,Norfolk,asian/pacific islander,36.52223273415327,0.6547692307692308
2011,Norfolk,black,34.10151558478695,0.6949654491609082
2011,Norfolk,hispanic,33.39229843561973,0.723175965665236
2011,Norfolk,white,37.24007108638543,0.6501036218296654
2011,Plymouth,asian/pacific islander,35.290640394088676,0.6169590643274854
2011,Plymouth,black,31.906779661016945,0.527992277992278
2011,Plymouth,hispanic,32.271844660194176,0.5046838407494145
2011,Plymouth,white,35.88942992874112,0.5385662993685775
2011,Suffolk,asian/pacific islander,35.5573174760489,0.7002724795640327
2011,Suffolk,black,36.099510878731664,0.6648375295889821
2011,Suffolk,hispanic,33.93527253668762,0.6941880341880342
2011,Suffolk,white,38.810150918004425,0.662146862195385
2011,Worcester,asian/pacific islander,35.065120868278235,0.7177134791813691
2011,Worcester,black,34.20631377551019,0.6586488182388621
2011,Worcester,hispanic,32.429908844543,0.6986089644513137
2011,Worcester,white,35.70597181384969,0.6350242009424508
2012,Barnstable,asian/pacific islander,34.875,0.5
2012,Barnstable,black,34,0.5344585091420534
2012,Barnstable,hispanic,34.03333333333333,0.5223367697594502
2012,Barnstable,white,37.245179063360894,0.4690194683971909
2012,Berkshire,asian/pacific islander,36.93050193050193,0.7174515235457064
2012,Berkshire,black,36.39159292035398,0.569811320754717
2012,Berkshire,hispanic,34.79847908745247,0.6120092378752887
2012,Berkshire,white,37.774308501612104,0.46549698441293963
2012,Bristol,asian/pacific islander,33.435960591133004,0.6197604790419161
2012,Bristol,black,31.76255458515284,0.6100917431192661
2012,Bristol,hispanic,31.37572254335261,0.6167690956979807
2012,Bristol,white,34.499585681140225,0.5972717938688701
2012,Dukes,white,39.71739130434783,0.42081447963800905
2012,Essex,asian/pacific islander,35.03462050599202,0.6314021830394626
2012,Essex,black,33.84222389181067,0.6035182679296346
2012,Essex,hispanic,31.48667917448406,0.6140955004591369
2012,Essex,white,36.599737122113034,0.5941601533697095
2012,Franklin,asian/pacific islander,34.2,0.5140845070422535
2012,Franklin,black,33.49302325581395,0.509478672985782
2012,Franklin,hispanic,31.87804878048781,0.5134575569358178
2012,Franklin,white,36.405880031570646,0.5015816528272045
2012,Hampden,asian/pacific islander,35.798414496036244,0.6935736677115988
2012,Hampden,black,34.29814604615966,0.5752116344692859
2012,Hampden,hispanic,31.895797598627787,0.5668805229391115
2012,Hampden,white,37.02723030469393,0.6180450113034383
2012,Hampshire,asian/pacific islander,37.51162790697674,0.35684647302904565
2012,Hampshire,black,33.83568075117371,0.4376278118609407
2012,Hampshire,hispanic,30.777372262773724,0.4254658385093168
2012,Hampshire,white,35.732242617717475,0.30615234375
2012,Middlesex,asian/pacific islander,35.86516516516516,0.6992781155015197
2012,Middlesex,black,34.76249282021825,0.6449864498644986
2012,Middlesex,hispanic,33.42068788501028,0.6920772303595206
2012,Middlesex,white,37.23812923955729,0.6643722353135723
2012,Nantucket,black,37.2,0.49019607843137253
2012,Nantucket,hispanic,32.36363636363637,0.4583333333333333
2012,Nantucket,white,40.095238095238095,0.4117647058823529
2012,Norfolk,asian/pacific islander,35.59665144596651,0.6583665338645418
2012,Norfolk,black,34.2349827387802,0.6665137614678899
2012,Norfolk,hispanic,33.16902834008097,0.6828103683492497
2012,Norfolk,white,37.08471001757468,0.6218183384297342
2012,Plymouth,asian/pacific islander,35.71367521367522,0.5633802816901409
2012,Plymouth,black,32.10578279266573,0.529908256880734
2012,Plymouth,hispanic,33.12765957446808,0.5944741532976827
2012,Plymouth,white,35.27220593857525,0.4866329479768786
2012,Suffolk,asian/pacific islander,36.1889741403808,0.6811156510925565
2012,Suffolk,black,36.18850705832025,0.6386013742715491
2012,Suffolk,hispanic,33.653354274175456,0.6546468907334331
2012,Suffolk,white,39.10301868711065,0.6506032680980429
2012,Worcester,asian/pacific islander,35.01871657754012,0.6527415143603134
2012,Worcester,black,34.32749513483459,0.5929755457081898
2012,Worcester,hispanic,32.54352842458569,0.616851326977583
2012,Worcester,white,35.930926984321005,0.5821328179901616
2013,Barnstable,asian/pacific islander,32.932038834951456,0.6441717791411042
2013,Barnstable,black,33.850174216027874,0.5452865064695009
2013,Barnstable,hispanic,34.256410256410255,0.6377551020408163
2013,Barnstable,white,37.46482213438737,0.4862654132584544
2013,Berkshire,asian/pacific islander,37.19736842105263,0.6795252225519288
2013,Berkshire,black,34.8578811369509,0.509829619921363
2013,Berkshire,hispanic,34.15909090909091,0.5710594315245479
2013,Berkshire,white,38.52340171280623,0.45223495956633786
2013,Bristol,asian/pacific islander,33.44594594594595,0.6811926605504587
2013,Bristol,black,32.055177626606195,0.6302010285179991
2013,Bristol,hispanic,32.0916880891174,0.6991725768321513
2013,Bristol,white,34.82203294855989,0.6285615729561917
2013,Dukes,white,38.81578947368421,0.31666666666666665
2013,Essex,asian/pacific islander,35.65740740740741,0.6025336500395883
2013,Essex,black,33.67705835331734,0.5805260729118598
2013,Essex,hispanic,31.902310924369743,0.6200516351118761
2013,Essex,white,36.82112274024737,0.5916375753728975
2013,Franklin,asian/pacific islander,36.744680851063826,0.5634920634920635
2013,Franklin,black,35.41414141414141,0.47058823529411764
2013,Franklin,hispanic,31.567961165048544,0.508641975308642
2013,Franklin,white,36.78176348067577,0.4926945293917771
2013,Hampden,asian/pacific islander,35.04919908466819,0.6746153846153846
2013,Hampden,black,34.60655090765587,0.49882306786975283
2013,Hampden,hispanic,32.56976744186048,0.48724892800722186
2013,Hampden,white,38.11497801967762,0.6103046281884311
2013,Hampshire,asian/pacific islander,34.58441558441559,0.33624454148471616
2013,Hampshire,black,34.25714285714286,0.3787878787878788
2013,Hampshire,hispanic,32.282407407407405,0.411214953271028
2013,Hampshire,white,35.974637681159415,0.30251297459710463
2013,Middlesex,asian/pacific islander,36.10224166211045,0.6888740839440373
2013,Middlesex,black,35.40211210398051,0.6524331292297776
2013,Middlesex,hispanic,33.63503649635036,0.6864512119328776
2013,Middlesex,white,37.89662424308355,0.6635831020659883
2013,Nantucket,hispanic,34,0.48484848484848486
2013,Nantucket,white,40.37735849056603,0.527363184079602
2013,Norfolk,asian/pacific islander,36.40507436570427,0.6466292134831461
2013,Norfolk,black,33.94770253929867,0.6558736426456071
2013,Norfolk,hispanic,33.73470701867353,0.6733475479744137
2013,Norfolk,white,37.76530005941769,0.6292939936775553
2013,Plymouth,asian/pacific islander,36.91452991452992,0.6361185983827493
2013,Plymouth,black,32.778618732261116,0.5685441020191286
2013,Plymouth,hispanic,32.971153846153854,0.6242568370986921
2013,Plymouth,white,35.915194862063935,0.537943838477605
2013,Suffolk,asian/pacific islander,36.24363262155904,0.724305323066622
2013,Suffolk,black,36.76338906205723,0.6648596659963277
2013,Suffolk,hispanic,34.66551091168671,0.66371136559537
2013,Suffolk,white,39.63889960645111,0.6777821282519795
2013,Worcester,asian/pacific islander,35.57726537216827,0.6713513513513514
2013,Worcester,black,34.476894639556384,0.6153970564450914
2013,Worcester,hispanic,33.01613570541994,0.6376640419947507
2013,Worcester,white,36.568566756220065,0.595811374048431
2014,Barnstable,asian/pacific islander,36.51260504201681,0.6060606060606061
2014,Barnstable,black,34.73947368421053,0.578386605783866
2014,Barnstable,hispanic,34.729559748427675,0.6106870229007634
2014,Barnstable,white,37.62924701561066,0.49596819988642815
2014,Berkshire,asian/pacific islander,37.572916666666664,0.6655290102389079
2014,Berkshire,black,37.24293785310735,0.4972067039106145
2014,Berkshire,hispanic,35.32203389830509,0.5686746987951807
2014,Berkshire,white,39.50402738622633,0.42211562736682656
2014,Bristol,asian/pacific islander,34.67371601208459,0.6536203522504892
2014,Bristol,black,32.33439693682195,0.6609388097233864
2014,Bristol,hispanic,31.474646716541976,0.6626768226332971
2014,Bristol,white,35.12733620866707,0.6599878975324414
2014,Dukes,white,37.315789473684205,0.2638888888888889
2014,Essex,asian/pacific islander,34.625525946704066,0.5787370103916867
2014,Essex,black,34.04136833731107,0.5559947299077734
2014,Essex,hispanic,32.15828130738156,0.568486096807415
2014,Essex,white,36.62202630842431,0.5536364660383735
2014,Franklin,asian/pacific islander,36.007936507936506,0.5228215767634855
2014,Franklin,black,33.40555555555555,0.4316546762589928
2014,Franklin,hispanic,33.5921052631579,0.5158371040723982
2014,Franklin,white,38.04812438302075,0.45227475468331846
2014,Hampden,asian/pacific islander,36.548140043763674,0.7055214723926381
2014,Hampden,black,34.67976920302922,0.5377030162412993
2014,Hampden,hispanic,32.628879310344836,0.5295123062898814
2014,Hampden,white,38.820307382212214,0.6429078242920725
2014,Hampshire,asian/pacific islander,35.82142857142857,0.35
2014,Hampshire,black,33.839506172839506,0.35526315789473684
2014,Hampshire,hispanic,32.27979274611398,0.4088050314465409
2014,Hampshire,white,36.334823923979876,0.2529287226534933
2014,Middlesex,asian/pacific islander,35.59849958321757,0.6940743338008415
2014,Middlesex,black,35.17678381256657,0.6332332964776497
2014,Middlesex,hispanic,34.08671362642701,0.6903970890681854
2014,Middlesex,white,37.7624251497006,0.641866570684508
2014,Nantucket,black,36.23529411764706,0.5483870967741935
2014,Nantucket,hispanic,37.53488372093023,0.4942528735632184
2014,Nantucket,white,40.863829787234046,0.4571984435797665
2014,Norfolk,asian/pacific islander,36.89626556016598,0.6130050505050505
2014,Norfolk,black,34.35041841004186,0.6075392670157068
2014,Norfolk,hispanic,33.10093056549749,0.6469248291571754
2014,Norfolk,white,37.46325501555625,0.5752276867030965
2014,Plymouth,asian/pacific islander,36.1151832460733,0.5335195530726257
2014,Plymouth,black,32.433277027027025,0.5611241217798595
2014,Plymouth,hispanic,33.014799154334035,0.5755395683453237
2014,Plymouth,white,36.516979445933856,0.5173257859710855
2014,Suffolk,asian/pacific islander,37.13961369027449,0.7138137518067313
2014,Suffolk,black,37.277520484503036,0.6467254408060453
2014,Suffolk,hispanic,34.48,0.6630190376255434
2014,Suffolk,white,39.71728447491356,0.6364662112710417
2014,Worcester,asian/pacific islander,35.582885648503456,0.6627848101265823
2014,Worcester,black,34.921808643517366,0.5864584853348899
2014,Worcester,hispanic,33.56454679907036,0.6082223360655737
2014,Worcester,white,36.562837714771455,0.5668939652233208
2015,Barnstable,asian/pacific islander,33.4375,0.5714285714285714
2015,Barnstable,black,33.25255972696246,0.46153846153846156
2015,Barnstable,hispanic,32.669724770642205,0.5093457943925234
2015,Barnstable,white,37.814794059960754,0.424652654079088
2015,Berkshire,asian/pacific islander,37.016877637130804,0.7314814814814815
2015,Berkshire,black,35.64648910411622,0.5048899755501223
2015,Berkshire,hispanic,34.529661016949156,0.536036036036036
2015,Berkshire,white,39.211119905025726,0.4405473283103836
2015,Bristol,asian/pacific islander,33.516746411483254,0.6432926829268293
2015,Bristol,black,32.1476109215017,0.6295309168443497
2015,Bristol,hispanic,32.95990836197022,0.6489283074648928
2015,Bristol,white,35.78902898739109,0.6366326866162446
2015,Dukes,white,38.093023255813954,0.17916666666666667
2015,Essex,asian/pacific islander,35.06115107913669,0.5787321063394683
2015,Essex,black,33.86382978723404,0.5343383584589615
2015,Essex,hispanic,32.198229217904576,0.5875706214689266
2015,Essex,white,36.42212773053195,0.563901858463792
2015,Franklin,asian/pacific islander,36.65217391304348,0.5227272727272727
2015,Franklin,black,33.51612903225807,0.484375
2015,Franklin,hispanic,31.900826446280995,0.5116279069767442
2015,Franklin,white,37.155756207674955,0.437215033887862
2015,Hampden,asian/pacific islander,36.41056910569105,0.763482280431433
2015,Hampden,black,35.12809257781324,0.6013852400286601
2015,Hampden,hispanic,32.40147136100893,0.5538974210373805
2015,Hampden,white,38.560342843994476,0.6787170426746398
2015,Hampshire,asian/pacific islander,35.15625,0.3657142857142857
2015,Hampshire,black,31.415384615384617,0.3601108033240997
2015,Hampshire,hispanic,31.155,0.4132231404958678
2015,Hampshire,white,37.214028776978424,0.2605590062111801
2015,Middlesex,asian/pacific islander,35.690193164933135,0.6514699616531743
2015,Middlesex,black,35.23183041722746,0.6105715353007097
2015,Middlesex,hispanic,34.17629362214197,0.6664801343033017
2015,Middlesex,white,37.7716819333463,0.6005466810442109
2015,Nantucket,black,36.45161290322581,0.5636363636363636
2015,Nantucket,hispanic,36.13333333333333,0.6
2015,Nantucket,white,41.76923076923077,0.43429844097995546
2015,Norfolk,asian/pacific islander,35.77841561423651,0.6452802359882006
2015,Norfolk,black,34.71311169219276,0.6121751025991792
2015,Norfolk,hispanic,34.1256,0.6647307286166843
2015,Norfolk,white,37.45113416988414,0.5621396970103231
2015,Plymouth,asian/pacific islander,35.4,0.6114864864864865
2015,Plymouth,black,32.69126819126819,0.5373051224944321
2015,Plymouth,hispanic,34.26697892271663,0.5879120879120879
2015,Plymouth,white,36.40244127982247,0.5199847371935514
2015,Suffolk,asian/pacific islander,36.80966973101803,0.7358897027143473
2015,Suffolk,black,36.56304693715194,0.6543698359129524
2015,Suffolk,hispanic,34.805237315875615,0.670076726342711
2015,Suffolk,white,39.72455816102575,0.6580421935760433
2015,Worcester,asian/pacific islander,35.14775323686214,0.6608260325406758
2015,Worcester,black,34.522615535889884,0.5785825434997878
2015,Worcester,hispanic,33.34333333333333,0.6029301277235162
2015,Worcester,white,36.68621131901737,0.5403366528597867
